message;severity;node;stamp;location
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.860 for reason 'Unknown'";"20";"rviz";"1702178247.570011711";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Configuring";"20";"bt_navigator";"1702178247.568376161";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_bt_navigator/src/bt_navigator.cpp:on_configure:89"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.568262968";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"[34m[1mConfiguring bt_navigator[0m[0m";"20";"lifecycle_manager_navigation";"1702178247.568082193";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Configuring wait";"20";"recoveries_server";"1702178247.562829274";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_recoveries/include/nav2_recoveries/recovery.hpp:configure:93"
"Creating recovery plugin wait of type nav2_recoveries/Wait";"20";"recoveries_server";"1702178247.561611783";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_recoveries/src/recovery_server.cpp:loadRecoveryPlugins:107"
"Configuring";"20";"recoveries_server";"1702178247.555573230";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_recoveries/src/recovery_server.cpp:on_configure:59"
"[34m[1mConfiguring recoveries_server[0m[0m";"20";"lifecycle_manager_navigation";"1702178247.555231299";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.548025408";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Planner Server has GridBased  planners available.";"20";"planner_server";"1702178247.544529502";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_planner/src/planner_server.cpp:on_configure:113"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.804 for reason 'Unknown'";"20";"rviz";"1702178247.537211455";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Configuring plugin GridBased of type NavfnPlanner";"20";"planner_server";"1702178247.531935957";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_navfn_planner/src/navfn_planner.cpp:configure:77"
"Created global planner plugin GridBased of type nav2_navfn_planner/NavfnPlanner";"20";"planner_server";"1702178247.531888471";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_planner/src/planner_server.cpp:on_configure:96"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.527999854";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"StaticLayer: Resizing costmap to 1148 X 713 at 0.100000 m/pix";"20";"global_costmap.global_costmap";"1702178247.523382501";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/plugins/static_layer.cpp:processMap:180"
"Initialized plugin \"inflation_layer\"";"20";"global_costmap.global_costmap";"1702178247.514981861";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:158"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.508012823";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Using plugin \"inflation_layer\"";"20";"global_costmap.global_costmap";"1702178247.507652484";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:148"
"Initialized plugin \"obstacle_layer\"";"20";"global_costmap.global_costmap";"1702178247.506993233";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:158"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.790 for reason 'Unknown'";"20";"rviz";"1702178247.504892219";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Subscribed to Topics: scan scan_1";"20";"global_costmap.global_costmap";"1702178247.493976911";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/plugins/obstacle_layer.cpp:onInitialize:94"
"Using plugin \"obstacle_layer\"";"20";"global_costmap.global_costmap";"1702178247.492596688";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:148"
"Initialized plugin \"static_layer\"";"20";"global_costmap.global_costmap";"1702178247.492564603";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:158"
"Subscribing to updates";"20";"global_costmap.global_costmap";"1702178247.491133437";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/plugins/static_layer.cpp:onInitialize:93"
"Subscribing to the map topic (/map) with transient local durability";"20";"global_costmap.global_costmap";"1702178247.489534014";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/plugins/static_layer.cpp:onInitialize:83"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.488057626";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Using plugin \"static_layer\"";"20";"global_costmap.global_costmap";"1702178247.482281806";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:148"
"Configuring";"20";"global_costmap.global_costmap";"1702178247.475939134";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:126"
"Configuring";"20";"planner_server";"1702178247.475897538";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_planner/src/planner_server.cpp:on_configure:69"
"[34m[1mConfiguring planner_server[0m[0m";"20";"lifecycle_manager_navigation";"1702178247.475573637";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.734 for reason 'Unknown'";"20";"rviz";"1702178247.473586164";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Controller Server has FollowPath  controllers available.";"20";"controller_server";"1702178247.468567185";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_controller/src/nav2_controller.cpp:on_configure:158"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.468017606";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Costmap conversion plugin costmap_converter::CostmapToPolygonsDBSMCCH loaded.";"20";"controller_server";"1702178247.463249467";"/home/nuc-bs/ros2_ws/src/ros2_library/teb_local/teb_local_planner/teb_local_planner/src/teb_local_planner_ros.cpp:initialize:146"
"library path : ";"20";"controller_server";"1702178247.457091117";"/home/nuc-bs/ros2_ws/src/ros2_library/teb_local/teb_local_planner/teb_local_planner/src/teb_local_planner_ros.cpp:initialize:137"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.448035773";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.721 for reason 'Unknown'";"20";"rviz";"1702178247.441287861";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.428027101";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.664 for reason 'Unknown'";"20";"rviz";"1702178247.409672301";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.407952657";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.388990674";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.651 for reason 'Unknown'";"20";"rviz";"1702178247.376845828";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Parallel planning in distinctive topologies disabled.";"20";"controller_server";"1702178247.371969083";"/home/nuc-bs/ros2_ws/src/ros2_library/teb_local/teb_local_planner/teb_local_planner/src/teb_local_planner_ros.cpp:initialize:116"
"Footprint model 'line' (line_start: [-0.050000,0.000000]m, line_end: [1.100000,0.000000]m) loaded for trajectory optimization.";"20";"controller_server";"1702178247.371782669";"/home/nuc-bs/ros2_ws/src/ros2_library/teb_local/teb_local_planner/teb_local_planner/src/teb_local_planner_ros.cpp:getRobotFootprintFromParamServer:1105"
"TebLocalPlannerROS() Param Warning: acc_lim_theta <= penalty_epsilon. The resulting bound is negative. Undefined behavior... Change at least one of them!";"30";"controller_server";"1702178247.371331707";"/home/nuc-bs/ros2_ws/src/ros2_library/teb_local/teb_local_planner/teb_local_planner/src/teb_config.cpp:checkParameters:419"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.368114171";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Created controller : FollowPath of type teb_local_planner::TebLocalPlannerROS";"20";"controller_server";"1702178247.350383346";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_controller/src/nav2_controller.cpp:on_configure:139"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.349100162";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Created goal_checker : goal_checker of type nav2_controller::SimpleGoalChecker";"20";"controller_server";"1702178247.342470732";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_controller/src/nav2_controller.cpp:on_configure:123"
"Created progress_checker : progress_checker of type nav2_controller::SimpleProgressChecker";"20";"controller_server";"1702178247.341848140";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_controller/src/nav2_controller.cpp:on_configure:110"
"StaticLayer: Resizing costmap to 1148 X 713 at 0.100000 m/pix";"20";"local_costmap.local_costmap";"1702178247.331497173";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/plugins/static_layer.cpp:processMap:180"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.328545917";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Initialized plugin \"inflation_layer\"";"20";"local_costmap.local_costmap";"1702178247.325780900";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:158"
"Using plugin \"inflation_layer\"";"20";"local_costmap.local_costmap";"1702178247.322849574";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:148"
"Initialized plugin \"obstacle_layer\"";"20";"local_costmap.local_costmap";"1702178247.322812229";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:158"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.594 for reason 'Unknown'";"20";"rviz";"1702178247.313969589";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.581 for reason 'Unknown'";"20";"rviz";"1702178247.313667225";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Subscribed to Topics: scan scan_1";"20";"local_costmap.local_costmap";"1702178247.310456008";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/plugins/obstacle_layer.cpp:onInitialize:94"
"Using plugin \"obstacle_layer\"";"20";"local_costmap.local_costmap";"1702178247.309411377";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:148"
"Initialized plugin \"static_layer\"";"20";"local_costmap.local_costmap";"1702178247.309317214";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:158"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.308186822";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Subscribing to the map topic (/map) with transient local durability";"20";"local_costmap.local_costmap";"1702178247.306790259";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/plugins/static_layer.cpp:onInitialize:83"
"Using plugin \"static_layer\"";"20";"local_costmap.local_costmap";"1702178247.301580728";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:148"
"Configuring";"20";"local_costmap.local_costmap";"1702178247.292379661";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:on_configure:126"
"Controller frequency set to 10.0000Hz";"20";"controller_server";"1702178247.292340046";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_controller/src/nav2_controller.cpp:on_configure:103"
"Configuring controller interface";"20";"controller_server";"1702178247.291469966";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_controller/src/nav2_controller.cpp:on_configure:74"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.287981446";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.268086352";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"[34m[1mManaged nodes are active[0m[0m";"20";"lifecycle_manager_localization";"1702178247.258036903";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Setting pose (1702178247.255625): 16.065 24.681 0.050";"20";"amcl";"1702178247.255625694";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:handleInitialPose:601"
"initialPoseReceived";"20";"amcl";"1702178247.255455598";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:initialPoseReceived:536"
"Publishing the particle cloud as geometry_msgs/PoseArray msg is deprecated, will be published as nav2_msgs/ParticleCloud in the future";"30";"amcl";"1702178247.255425313";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:on_activate:281"
"Activating";"20";"amcl";"1702178247.255370701";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:on_activate:274"
"[34m[1mActivating amcl[0m[0m";"20";"lifecycle_manager_localization";"1702178247.255232656";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Activating";"20";"map_server";"1702178247.253668073";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_map_server/src/map_server/map_server.cpp:on_activate:125"
"[34m[1mActivating map_server[0m[0m";"20";"lifecycle_manager_localization";"1702178247.251496877";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.525 for reason 'Unknown'";"20";"rviz";"1702178247.249228015";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.512 for reason 'Unknown'";"20";"rviz";"1702178247.249017278";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.248103482";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Subscribed to map topic.";"20";"amcl";"1702178247.243580327";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:initPubSub:1288"
"initPubSub";"20";"amcl";"1702178247.226190517";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:initPubSub:1266"
"initTransforms";"20";"amcl";"1702178247.216750605";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:initTransforms:1232"
"Configuring";"20";"amcl";"1702178247.216666592";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:on_configure:234"
"Creating";"20";"amcl";"1702178247.027231047";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_amcl/src/amcl_node.cpp:AmclNode:63"
"
	amcl lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"amcl";"1702178247.027112570";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.228131614";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"[34m[1mConfiguring controller_server[0m[0m";"20";"lifecycle_manager_navigation";"1702178247.202872143";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"[34m[1mStarting managed nodes bringup...[0m[0m";"20";"lifecycle_manager_navigation";"1702178247.202835118";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"[34m[1mCreating and initializing lifecycle service clients[0m[0m";"20";"lifecycle_manager_navigation";"1702178247.170761267";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Creating";"20";"lifecycle_manager_navigation";"1702178247.137460706";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:LifecycleManager:37"
"[34m[1mConfiguring amcl[0m[0m";"20";"lifecycle_manager_localization";"1702178247.215694579";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Creating Costmap";"20";"local_costmap.local_costmap";"1702178247.209255970";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:Costmap2DROS:82"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.208004912";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"
	local_costmap lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"local_costmap.local_costmap";"1702178247.201190373";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.188066358";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.455 for reason 'Unknown'";"20";"rviz";"1702178247.185689417";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Configuring";"20";"map_server";"1702178247.100692343";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_map_server/src/map_server/map_server.cpp:on_configure:84"
"Creating";"20";"map_server";"1702178247.074051716";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_map_server/src/map_server/map_server.cpp:MapServer:68"
"
	map_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"map_server";"1702178247.073909872";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"Creating controller server";"20";"controller_server";"1702178247.042836177";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_controller/src/nav2_controller.cpp:ControllerServer:45"
"
	controller_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"controller_server";"1702178247.030525135";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.168068898";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Creating Costmap";"20";"global_costmap.global_costmap";"1702178247.160857567";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_costmap_2d/src/costmap_2d_ros.cpp:Costmap2DROS:82"
"
	global_costmap lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"global_costmap.global_costmap";"1702178247.155890790";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"Creating";"20";"bt_navigator";"1702178247.122215590";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_bt_navigator/src/bt_navigator.cpp:BtNavigator:38"
"
	bt_navigator lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"bt_navigator";"1702178247.122077804";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.442 for reason 'Unknown'";"20";"rviz";"1702178247.153417535";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Creating";"20";"planner_server";"1702178247.038334369";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_planner/src/planner_server.cpp:PlannerServer:45"
"
	planner_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"planner_server";"1702178247.032945477";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.148084617";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.128138661";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.385 for reason 'Unknown'";"20";"rviz";"1702178247.121339506";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"[34m[1mConfiguring map_server[0m[0m";"20";"lifecycle_manager_localization";"1702178247.079373553";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"[34m[1mStarting managed nodes bringup...[0m[0m";"20";"lifecycle_manager_localization";"1702178247.079323808";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"[34m[1mCreating and initializing lifecycle service clients[0m[0m";"20";"lifecycle_manager_localization";"1702178247.061387068";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:message:261"
"Creating";"20";"lifecycle_manager_localization";"1702178247.003546664";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_lifecycle_manager/src/lifecycle_manager.cpp:LifecycleManager:37"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.107999834";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Creating";"20";"waypoint_follower";"1702178247.081131162";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_waypoint_follower/src/waypoint_follower.cpp:WaypointFollower:30"
"
	waypoint_follower lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"waypoint_follower";"1702178247.081009242";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.373 for reason 'Unknown'";"20";"rviz";"1702178247.089204570";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.089056246";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"
	recoveries_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"recoveries_server";"1702178247.027747952";"/home/nuc-bs/ros2_ws/src/navigation2/nav2_util/src/lifecycle_node.cpp:print_lifecycle_node_notification:76"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.068517610";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.316 for reason 'Unknown'";"20";"rviz";"1702178247.057947104";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.048232077";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.028823819";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.303 for reason 'Unknown'";"20";"rviz";"1702178247.025754860";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178247.009476494";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
